input  : Thôn Dục Túi 2, xã Dục Tú, huện Đôn9 Anh, Hà Nộ
output53: Đình Trăng, xã Dục Tỵ huyện Đông Anh, Hà Nội 
output54: Đình Trăng, xã Dục Tỷ huyện Đông Anh, Hà Nội 
****
input  : Xứ Đồng D3, thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output1: Xứ Đồng Da thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output2: Xứ Đồng De thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output3: Xứ Đồng Di thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output4: Xứ Đồng Do thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output5: Xứ Đồng Du thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output6: Xứ Đồng Dy thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output7: Xứ Đồng Dã thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output8: Xứ Đồng Dè thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output9: Xứ Đồng Dê thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output10: Xứ Đồng Dì thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output11: Xứ Đồng Dí thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output12: Xứ Đồng Dò thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output13: Xứ Đồng Dó thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output14: Xứ Đồng Dù thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output15: Xứ Đồng Dĩ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output16: Xứ Đồng Dũ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output17: Xứ Đồng Dơ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output18: Xứ Đồng Dư thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output19: Xứ Đồng Dạ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output20: Xứ Đồng Dẻ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output21: Xứ Đồng Dế thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output22: Xứ Đồng Dề thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output23: Xứ Đồng Dể thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output24: Xứ Đồng Dễ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output25: Xứ Đồng Dỉ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output26: Xứ Đồng Dị thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output27: Xứ Đồng Dỗ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output28: Xứ Đồng Dớ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output29: Xứ Đồng Dở thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output30: Xứ Đồng Dỡ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output31: Xứ Đồng Dụ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output32: Xứ Đồng Dứ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output33: Xứ Đồng Dữ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output34: Xứ Đồng Dự thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
****
input  : Xứ Đồng B9, thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output1: Xứ Đồng Ba thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output2: Xứ Đồng Be thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output3: Xứ Đồng Bi thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output4: Xứ Đồng Bo thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output5: Xứ Đồng Br thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output6: Xứ Đồng Bs thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output7: Xứ Đồng Bu thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output8: Xứ Đồng Bà thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output9: Xứ Đồng Bá thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output10: Xứ Đồng Bã thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output11: Xứ Đồng Bè thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output12: Xứ Đồng Bé thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output13: Xứ Đồng Bê thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output14: Xứ Đồng Bì thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output15: Xứ Đồng Bí thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output16: Xứ Đồng Bò thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output17: Xứ Đồng Bó thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output18: Xứ Đồng Bô thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output19: Xứ Đồng Bõ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output20: Xứ Đồng Bù thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output21: Xứ Đồng Bú thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output22: Xứ Đồng Bă thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output23: Xứ Đồng Bĩ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output24: Xứ Đồng Bơ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output25: Xứ Đồng Bạ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output26: Xứ Đồng Bả thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output27: Xứ Đồng Bẹ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output28: Xứ Đồng Bẻ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output29: Xứ Đồng Bẽ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output30: Xứ Đồng Bế thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output31: Xứ Đồng Bề thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output32: Xứ Đồng Bể thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output33: Xứ Đồng Bễ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output34: Xứ Đồng Bệ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output35: Xứ Đồng Bỉ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output36: Xứ Đồng Bị thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output37: Xứ Đồng Bọ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output38: Xứ Đồng Bỏ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output39: Xứ Đồng Bố thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output40: Xứ Đồng Bồ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output41: Xứ Đồng Bổ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output42: Xứ Đồng Bộ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output43: Xứ Đồng Bớ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output44: Xứ Đồng Bờ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output45: Xứ Đồng Bở thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output46: Xứ Đồng Bỡ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output47: Xứ Đồng Bợ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output48: Xứ Đồng Bụ thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output49: Xứ Đồng Bự thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Hà Nội 
****
input  : Thôn Đình Trảng, xã Dục Tú, huyện Đông Anh, Hà Nội 
output1: Thôn Đình Trảng, xã Dục Tú, huyện Đông Anh, Hà Nội 
****
input  : Xứ đồng A4, Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output1: Xứ đồng Ag Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output2: Xứ đồng Ai Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output3: Xứ đồng Ak Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output4: Xứ đồng Al Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output5: Xứ đồng Am Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output6: Xứ đồng An Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output7: Xứ đồng Ao Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output8: Xứ đồng Ar Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output9: Xứ đồng As Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output10: Xứ đồng Au Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
****
input  : Xứ đồng x7, Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output1: Xứ đồng xa Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output2: Xứ đồng xe Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output3: Xứ đồng xi Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output4: Xứ đồng xo Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output5: Xứ đồng xu Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output6: Xứ đồng xy Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output7: Xứ đồng xà Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output8: Xứ đồng xá Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output9: Xứ đồng xã Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output10: Xứ đồng xè Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output11: Xứ đồng xé Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output12: Xứ đồng xê Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output13: Xứ đồng xì Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output14: Xứ đồng xí Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output15: Xứ đồng xó Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output16: Xứ đồng xô Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output17: Xứ đồng xù Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output18: Xứ đồng xú Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output19: Xứ đồng xơ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output20: Xứ đồng xạ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output21: Xứ đồng xả Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output22: Xứ đồng xẻ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output23: Xứ đồng xế Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output24: Xứ đồng xỉ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output25: Xứ đồng xị Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output26: Xứ đồng xỏ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output27: Xứ đồng xổ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output28: Xứ đồng xớ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output29: Xứ đồng xờ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output30: Xứ đồng xở Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output31: Xứ đồng xụ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output32: Xứ đồng xứ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output33: Xứ đồng xừ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output34: Xứ đồng xử Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
****
input  : Xứ đồng x8, Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output1: Xứ đồng xa Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output2: Xứ đồng xe Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output3: Xứ đồng xi Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output4: Xứ đồng xo Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output5: Xứ đồng xu Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output6: Xứ đồng xy Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output7: Xứ đồng xà Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output8: Xứ đồng xá Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output9: Xứ đồng xã Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output10: Xứ đồng xè Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output11: Xứ đồng xé Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output12: Xứ đồng xê Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output13: Xứ đồng xì Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output14: Xứ đồng xí Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output15: Xứ đồng xó Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output16: Xứ đồng xô Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output17: Xứ đồng xù Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output18: Xứ đồng xú Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output19: Xứ đồng xơ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output20: Xứ đồng xạ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output21: Xứ đồng xả Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output22: Xứ đồng xẻ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output23: Xứ đồng xế Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output24: Xứ đồng xỉ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output25: Xứ đồng xị Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output26: Xứ đồng xỏ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output27: Xứ đồng xổ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output28: Xứ đồng xớ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output29: Xứ đồng xờ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output30: Xứ đồng xở Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output31: Xứ đồng xụ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output32: Xứ đồng xứ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output33: Xứ đồng xừ Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
output34: Xứ đồng xử Thôn Đình Tràng, xã Dục Tú, huyện Đông Anh, Thành phố Hà Nội 
****
input  : thôn Đình Trảng, xã Dục Tử, huyện Đông Anh, Hà Nội 
output1: thôn Đình Trảng, xã Dục Tử, huyện Đông Anh, Hà Nội 
****
input  : Đinh Trăng, Dục Tú, Đông Anh, Hà Nội 
output1: Đinh Trăng, Dục Tú, Đông Anh, Hà Nội 
****
input  : Xứ Đồng D4 
output1: Xứ Đồng Da 
output2: Xứ Đồng De 
output3: Xứ Đồng Di 
output4: Xứ Đồng Do 
output5: Xứ Đồng Du 
output6: Xứ Đồng Dy 
output7: Xứ Đồng Dã 
output8: Xứ Đồng Dè 
output9: Xứ Đồng Dê 
output10: Xứ Đồng Dì 
output11: Xứ Đồng Dí 
output12: Xứ Đồng Dò 
output13: Xứ Đồng Dó 
output14: Xứ Đồng Dù 
output15: Xứ Đồng Dĩ 
output16: Xứ Đồng Dũ 
output17: Xứ Đồng Dơ 
output18: Xứ Đồng Dư 
output19: Xứ Đồng Dạ 
output20: Xứ Đồng Dẻ 
output21: Xứ Đồng Dế 
output22: Xứ Đồng Dề 
output23: Xứ Đồng Dể 
output24: Xứ Đồng Dễ 
output25: Xứ Đồng Dỉ 
output26: Xứ Đồng Dị 
output27: Xứ Đồng Dỗ 
output28: Xứ Đồng Dớ 
output29: Xứ Đồng Dở 
output30: Xứ Đồng Dỡ 
output31: Xứ Đồng Dụ 
output32: Xứ Đồng Dứ 
output33: Xứ Đồng Dữ 
output34: Xứ Đồng Dự 
****
input  : Xứ Đồng A4 
output1: Xứ Đồng Ag 
output2: Xứ Đồng Ai 
output3: Xứ Đồng Ak 
output4: Xứ Đồng Al 
output5: Xứ Đồng Am 
output6: Xứ Đồng An 
output7: Xứ Đồng Ao 
output8: Xứ Đồng Ar 
output9: Xứ Đồng As 
output10: Xứ Đồng Au 
****
input  : Xứ Đồng X8 
output1: Xứ Đồng Xa 
output2: Xứ Đồng Xe 
output3: Xứ Đồng Xi 
output4: Xứ Đồng Xo 
output5: Xứ Đồng Xu 
output6: Xứ Đồng Xy 
output7: Xứ Đồng Xà 
output8: Xứ Đồng Xá 
output9: Xứ Đồng Xã 
output10: Xứ Đồng Xè 
output11: Xứ Đồng Xé 
output12: Xứ Đồng Xê 
output13: Xứ Đồng Xì 
output14: Xứ Đồng Xí 
output15: Xứ Đồng Xó 
output16: Xứ Đồng Xô 
output17: Xứ Đồng Xù 
output18: Xứ Đồng Xú 
output19: Xứ Đồng Xơ 
output20: Xứ Đồng Xạ 
output21: Xứ Đồng Xả 
output22: Xứ Đồng Xẻ 
output23: Xứ Đồng Xế 
output24: Xứ Đồng Xỉ 
output25: Xứ Đồng Xị 
output26: Xứ Đồng Xỏ 
output27: Xứ Đồng Xổ 
output28: Xứ Đồng Xớ 
output29: Xứ Đồng Xờ 
output30: Xứ Đồng Xở 
output31: Xứ Đồng Xụ 
output32: Xứ Đồng Xứ 
output33: Xứ Đồng Xừ 
output34: Xứ Đồng Xử 
****
input  : Thôn Thạc Quả, Xã Dục Tù, Huyện Đông Anh, Thành phố Hà Nội. 1. Nguyễn Văn Khang 2. Nguyễn Thị Ngọc Làn 3. Nguyễn Văn Thành 4, Nguyễn Văn Hà 5. Nguyễn Thị Hòa 
output1: Thôn Thạc Quả, Xã Dục Tù, Huyện Đông Anh, Thành phố Hà Nội 1. Nguyễn Văn Khang 2. Nguyễn Thị Ngọc Làn 3. Nguyễn Văn Thành 4, Nguyễn Văn Hà 5. Nguyễn Thị Hòa 
****
input  : Xứ đồng C3, Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output1: Xứ đồng Ca Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output2: Xứ đồng Ch Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output3: Xứ đồng Cl Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output4: Xứ đồng Co Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output5: Xứ đồng Cr Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output6: Xứ đồng Cu Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output7: Xứ đồng Cà Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output8: Xứ đồng Cá Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output9: Xứ đồng Cò Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output10: Xứ đồng Có Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output11: Xứ đồng Cô Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output12: Xứ đồng Cù Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output13: Xứ đồng Cú Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output14: Xứ đồng Cũ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output15: Xứ đồng Cơ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output16: Xứ đồng Cư Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output17: Xứ đồng Cạ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output18: Xứ đồng Cả Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output19: Xứ đồng Cọ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output20: Xứ đồng Cỏ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output21: Xứ đồng Cố Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output22: Xứ đồng Cồ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output23: Xứ đồng Cổ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output24: Xứ đồng Cỗ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output25: Xứ đồng Cộ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output26: Xứ đồng Cớ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output27: Xứ đồng Cờ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output28: Xứ đồng Cỡ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output29: Xứ đồng Cụ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output30: Xứ đồng Củ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output31: Xứ đồng Cứ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output32: Xứ đồng Cừ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output33: Xứ đồng Cử Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output34: Xứ đồng Cữ Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output35: Xứ đồng Cự Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
****
input  : Xứ đồng x2. Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output1: Xứ đồng xa Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output2: Xứ đồng xan Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output3: Xứ đồng xao Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output4: Xứ đồng xay Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output5: Xứ đồng xe Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output6: Xứ đồng xem Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output7: Xứ đồng xen Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output8: Xứ đồng xi Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output9: Xứ đồng xia Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output10: Xứ đồng xin Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output11: Xứ đồng xo Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output12: Xứ đồng xoa Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output13: Xứ đồng xoe Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
output14: Xứ đồng xoi Thôn Thạc Quả, Xã Dục Tú, Huyện Đông Anh, Thành phố Hà Nội 
